Issue Date,Issue Time,Ticket No,Code,Description,Officer,Block,Location,Latitude,Longitude
1/16/16,11:02 PM,123030457,1,Expired meter,CHAVEZ,5 E,UNION ST,34.14674,-118.15017
1/16/16,11:02 PM,118023478,1,Expired meter,ARANA,50 E,HOLLY ST,34.1476566,-118.14865
1/16/16,11:01 PM,112014835,1,Expired meter,FLORES,5 E,HOLLY ST,34.14766,-118.15009
1/16/16,11:00 PM,111024924,1,Expired meter,FAZLI,171 W,DAYTON ST,34.143645,-118.15368
1/16/16,10:58 PM,112014834,1,Expired meter,FLORES,55 E,HOLLY ST,34.1476816,-118.1495
1/16/16,10:58 PM,118023477,1,Expired meter,ARANA,50 E,HOLLY ST,34.1478083,-118.14876
1/16/16,10:57 PM,123030456,1,Expired meter,CHAVEZ,80 N,ARROYO PKWY,34.1473083,-118.14778
1/16/16,10:56 PM,112014833,1,Expired meter,FLORES,135 N,RAYMOND AVE,34.14824,-118.14873
1/16/16,10:56 PM,111024923,1,Expired meter,FAZLI,42 S,DE LACEY AVE,34.1449416,-118.15228
1/16/16,10:55 PM,123030455,1,Expired meter,CHAVEZ,65 N,ARROYO PKWY,34.1466783,-118.14712
1/16/16,10:54 PM,118023476,1,Expired meter,ARANA,77 N,RAYMOND AVE,34.147205,-118.14896
1/16/16,10:54 PM,112014832,1,Expired meter,FLORES,120 N,RAYMOND AVE,34.1482966,-118.14885
1/16/16,10:54 PM,111024922,1,Expired meter,FAZLI,48 S,DE LACEY AVE,34.1448116,-118.15225
1/16/16,10:52 PM,112014831,1,Expired meter,FLORES,70 N,RAYMOND AVE,34.1473683,-118.14897
1/16/16,10:49 PM,118023475,1,Expired meter,ARANA,120 S,RAYMOND AVE,34.1439083,-118.14886
1/16/16,10:47 PM,111024921,1,Expired meter,FAZLI,107 W,COLORADO BLVD,34.1457566,-118.15283
1/16/16,10:47 PM,112014830,1,Expired meter,FLORES,10 N,RAYMOND AVE,34.14602,-118.14896
1/16/16,10:46 PM,123030454,1,Expired meter,CHAVEZ,160 S,RAYMOND AVE,34.1428316,-118.1488
1/16/16,10:44 PM,123030453,1,Expired meter,CHAVEZ,160 S,RAYMOND AVE,34.1428916,-118.14882
1/16/16,10:43 PM,111024920,1,Expired meter,FAZLI,61 W,COLORADO BLVD,34.1457866,-118.15207
1/16/16,10:42 PM,118023474,1,Expired meter,ARANA,60 E,GREEN ST,34.144645,-118.14973
1/16/16,10:42 PM,123030452,1,Expired meter,CHAVEZ,182 S,RAYMOND AVE,34.14253,-118.14885
1/16/16,10:37 PM,123030451,1,Expired meter,CHAVEZ,99 S,RAYMOND AVE,34.1441416,-118.14893
1/16/16,10:35 PM,111024919,1,Expired meter,FAZLI,56 S,RAYMOND AVE,34.1447433,-118.14894
1/16/16,10:34 PM,118023473,1,Expired meter,ARANA,89 S,FAIR OAKS AVE,34.1440716,-118.1503
1/16/16,10:33 PM,123030450,1,Expired meter,CHAVEZ,60 W,GREEN ST,34.1445616,-118.15185
1/16/16,10:33 PM,112014829,1,Expired meter,FLORES,20 W,DAYTON ST,34.1436316,-118.15108
1/16/16,10:32 PM,111024918,1,Expired meter,FAZLI,86 E,GREEN ST,34.1445516,-118.14862
1/16/16,10:31 PM,118023472,1,Expired meter,ARANA,18 W,GREEN ST,34.1446383,-118.15088
1/16/16,10:29 PM,111024917,1,Expired meter,FAZLI,18 W,GREEN ST,34.1446466,-118.15108
1/16/16,10:28 PM,112014828,1,Expired meter,FLORES,250 S,PASADENA AVE,34.1415533,-118.15413
1/16/16,10:28 PM,118023471,1,Expired meter,ARANA,120 W,GREEN ST,34.1444766,-118.15085
1/16/16,10:26 PM,112014827,1,Expired meter,FLORES,250 S,PASADENA AVE,34.1415383,-118.1541
1/16/16,10:25 PM,118023470,1,Expired meter,ARANA,30 W,GREEN ST,34.14448,-118.15127
1/16/16,10:23 PM,111024916,1,Expired meter,FAZLI,170 W,DAYTON ST,34.1436783,-118.15355
1/16/16,10:23 PM,112014826,1,Expired meter,FLORES,60 W,DEL MAR BLVD,34.1407333,-118.15272
1/16/16,10:23 PM,118023469,1,Expired meter,ARANA,40 W,GREEN ST,34.1445083,-118.15134
1/16/16,10:20 PM,112014825,1,Expired meter,FLORES,257 S,DE LACEY AVE,34.141085,-118.15232
1/16/16,10:20 PM,123030449,1,Expired meter,CHAVEZ,33 E,UNION ST,34.146705,-118.14972
1/16/16,10:20 PM,111024915,1,Expired meter,FAZLI,130 W,DAYTON ST,34.14374,-118.15282
1/16/16,10:18 PM,112014824,1,Expired meter,FLORES,210 S,DE LACEY AVE,34.1420783,-118.1523
1/16/16,10:17 PM,118023468,1,Expired meter,ARANA,1053 S,DE LACEY AVE,34.142815,-118.15219
1/16/16,10:16 PM,111024914,1,Expired meter,FAZLI,112 S,DE LACEY AVE,34.14396,-118.15238
1/16/16,10:15 PM,112014823,1,Expired meter,FLORES,175 W,VALLEY ST,34.14237,-118.15333
1/16/16,10:14 PM,111024913,1,Expired meter,FAZLI,112 S,DE LACEY AVE,34.1439716,-118.15237
1/16/16,10:14 PM,123030448,1,Expired meter,CHAVEZ,25 E,HOLLY ST,34.1476466,-118.14995
1/16/16,10:13 PM,112014822,1,Expired meter,FLORES,175 W,VALLEY ST,34.1424316,-118.1527
1/16/16,10:13 PM,111024912,1,Expired meter,FAZLI,112 S,DE LACEY AVE,34.1439366,-118.15234
1/16/16,10:11 PM,111024911,1,Expired meter,FAZLI,112 S,DE LACEY AVE,34.1438566,-118.15234
1/16/16,10:10 PM,123030447,1,Expired meter,CHAVEZ,120 N,RAYMOND AVE,34.14808,-118.14889
1/16/16,10:04 PM,111024910,1,Expired meter,FAZLI,32 S,RAYMOND AVE,34.1451783,-118.14896
1/16/16,10:01 PM,111024909,1,Expired meter,FAZLI,35 S,RAYMOND AVE,34.1450666,-118.14879
1/16/16,10:01 PM,123030446,1,Expired meter,CHAVEZ,95 N,ARROYO PKWY,,
1/16/16,9:58 PM,111024908,1,Expired meter,FAZLI,65 N,RAYMOND AVE,34.1469616,-118.1488
1/16/16,9:54 PM,111024907,1,Expired meter,FAZLI,56 E,HOLLY ST,34.1476766,-118.14923
1/16/16,9:51 PM,111024906,1,Expired meter,FAZLI,12 E,HOLLY ST,34.14765,-118.14994
1/16/16,9:48 PM,111024905,1,Expired meter,FAZLI,57 E,HOLLY ST,34.1475066,-118.14951
1/16/16,9:42 PM,111024904,1,Expired meter,FAZLI,80 N,RAYMOND AVE,34.147525,-118.14902
1/16/16,9:34 PM,111024903,1,Expired meter,FAZLI,120E,COLORADO BLVD,34.145685,-118.14798
1/16/16,9:28 PM,111024902,9,Red zone no stop park or stand,FAZLI,94 E,GREEN ST,34.1444166,-118.14838
1/16/16,9:24 PM,111024901,1,Expired meter,FAZLI,120 S,RAYMOND AVE,34.144,-118.14905
1/16/16,9:22 PM,111024900,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FAZLI,120 S,RAYMOND AVE,34.1439366,-118.1489
1/16/16,9:19 PM,111024899,1,Expired meter,FAZLI,120 S,RAYMOND AVE,34.1438466,-118.14889
1/16/16,9:17 PM,111024898,1,Expired meter,FAZLI,120 S,RAYMOND AVE,34.1437316,-118.14892
1/16/16,9:14 PM,111024897,1,Expired meter,FAZLI,150 S,RAYMOND AVE,34.1428516,-118.1488
1/16/16,9:12 PM,111024896,1,Expired meter,FAZLI,181 S,RAYMOND AVE,34.142495,-118.14891
1/16/16,9:09 PM,111024895,1,Expired meter,FAZLI,175 S,RAYMOND AVE,34.14278,-118.14893
1/16/16,9:07 PM,111024894,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,FAZLI,181 S,RAYMOND AVE,34.1426733,-118.14894
1/16/16,9:03 PM,111024893,1,Expired meter,FAZLI,24 E,DAYTON ST,34.1434983,-118.14931
1/16/16,9:01 PM,111024892,1,Expired meter,FAZLI,20 E,DAYTON ST,34.1435083,-118.14946
1/16/16,8:58 PM,111024891,1,Expired meter,FAZLI,51 W,DAYTON ST,34.14366,-118.15155
1/16/16,8:54 PM,111024890,1,Expired meter,FAZLI,111 S,DE LACEY AVE,34.143785,-118.1523
1/16/16,8:48 PM,111024889,1,Expired meter,FAZLI,110 W,GREEN ST,34.1445566,-118.15285
1/16/16,8:46 PM,111024888,1,Expired meter,FAZLI,110 W,GREEN ST,34.1445133,-118.15292
1/16/16,8:29 PM,111024887,1,Expired meter,FAZLI,130 W,UNION ST,34.1468583,-118.15341
1/16/16,8:24 PM,111024886,1,Expired meter,FAZLI,55 E,UNION ST,34.146775,-118.1491
1/16/16,8:20 PM,111024885,1,Expired meter,FAZLI,18 E,HOLLY ST,34.1478033,-118.14982
1/16/16,8:16 PM,111024884,1,Expired meter,FAZLI,21 E,HOLLY ST,34.1476783,-118.15007
1/16/16,8:14 PM,111024883,1,Expired meter,FAZLI,27 E,HOLLY ST,34.1476583,-118.14993
1/16/16,8:08 PM,111024882,8,Parked on private property,FAZLI,171 N,RAYMOND AVE,34.1465866,-118.15075
1/16/16,7:57 PM,111024881,1,Expired meter,FAZLI,44 S,RAYMOND AVE,34.1448533,-118.14892
1/16/16,7:53 PM,111024880,1,Expired meter,FAZLI,18 W,GREEN ST,34.1446966,-118.15087
1/16/16,7:46 PM,111024879,1,Expired meter,FAZLI,168 W,GREEN ST,34.1446666,-118.15384
1/16/16,7:34 PM,111024878,1,Expired meter,FAZLI,33 E,UNION ST,34.1467333,-118.14959
1/16/16,7:30 PM,111024877,1,Expired meter,FAZLI,95 N,ARROYO PKWY,34.1474633,-118.14756
1/16/16,7:24 PM,108027158,1,Expired meter,VARELA,34 W,DAYTON ST,34.14373,-118.15142
1/16/16,7:22 PM,108027157,1,Expired meter,VARELA,56 W,DAYTON ST,34.1437916,-118.15186
1/16/16,7:20 PM,108027156,1,Expired meter,VARELA,111 S,DE LACEY AVE,34.1440866,-118.15224
1/16/16,7:18 PM,111024876,1,Expired meter,FAZLI,87 E,GREEN ST,34.1444833,-118.14854
1/16/16,7:15 PM,111024875,1,Expired meter,FAZLI,120 S,RAYMOND AVE,34.14388,-118.14889
1/16/16,7:13 PM,111024874,1,Expired meter,FAZLI,150 S,RAYMOND AVE,34.14306,-118.14884
1/16/16,7:10 PM,111024873,1,Expired meter,FAZLI,151 S,RAYMOND AVE,34.1428683,-118.14894
1/16/16,7:06 PM,111024872,1,Expired meter,FAZLI,13 E,DAYTON ST,34.1435533,-118.14944
1/16/16,7:03 PM,111024871,1,Expired meter,FAZLI,3 E,DAYTON ST,34.1435733,-118.15005
1/16/16,6:05 PM,116018537,6,Restricted parking,CHAPPLE,625 E,COLORADO BLVD,34.1458316,-118.13721
1/16/16,6:01 PM,111024870,1,Expired meter,FAZLI,25 E,HOLLY ST,34.1476966,-118.14991
1/16/16,6:00 PM,108027155,6,Restricted parking,VARELA,10 N,OAK KNOLL AVE,,
1/16/16,5:50 PM,111024869,1,Expired meter,FAZLI,181 S,RAYMOND AVE,34.14266,-118.14894
1/16/16,5:46 PM,111024868,1,Expired meter,FAZLI,8 E,DAYTON ST,34.1435,-118.14993
1/16/16,5:39 PM,111024867,1,Expired meter,FAZLI,55 W,GREEN ST,34.144525,-118.15184
1/16/16,5:31 PM,111024866,1,Expired meter,FAZLI,131 W,VALLEY ST,34.142415,-118.15287
1/16/16,5:25 PM,111024865,1,Expired meter,FAZLI,67 W,DAYTON ST,34.1436233,-118.15192
1/16/16,5:15 PM,111024864,1,Expired meter,FAZLI,132 W,COLORADO BLVD,34.1458266,-118.15326
1/16/16,5:06 PM,111024863,1,Expired meter,FAZLI,217 W,UNION ST,34.146715,-118.15496
1/16/16,5:05 PM,116018536,1,Expired meter,CHAPPLE,141 S,LAKE AVE,34.1431283,-118.13241
1/16/16,5:05 PM,108027154,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VARELA,166 S,DE LACEY AVE,34.1431866,-118.15244
1/16/16,5:03 PM,111024862,1,Expired meter,FAZLI,130 W,UNION ST,34.1467516,-118.15284
1/16/16,5:00 PM,108027153,1,Expired meter,VARELA,55 W,VALLEY ST,34.142395,-118.15142
1/16/16,4:59 PM,111024861,1,Expired meter,FAZLI,25 E,UNION ST,34.14674,-118.14986
1/16/16,4:57 PM,111024860,1,Expired meter,FAZLI,55 E,UNION ST,34.1466683,-118.14918
1/16/16,4:55 PM,116018535,1,Expired meter,CHAPPLE,238 S,LAKE AVE,34.1418133,-118.13231
1/16/16,4:50 PM,111024859,1,Expired meter,FAZLI,20 S,RAYMOND AVE,34.1453833,-118.14892
1/16/16,4:45 PM,111024858,1,Expired meter,FAZLI,151 S,RAYMOND AVE,34.1431883,-118.14891
1/16/16,4:43 PM,111024857,1,Expired meter,FAZLI,151 S,RAYMOND AVE,34.14326,-118.14894
1/16/16,4:43 PM,116018534,1,Expired meter,CHAPPLE,415 S,LAKE AVE,34.13838,-118.13229
1/16/16,4:39 PM,111024856,1,Expired meter,FAZLI,99 S,RAYMOND AVE,34.144065,-118.14896
1/16/16,4:37 PM,116018533,1,Expired meter,CHAPPLE,511 S,LAKE AVE,34.1371233,-118.1323
1/16/16,4:31 PM,116018532,1,Expired meter,CHAPPLE,528 S,LAKE AVE,34.13673,-118.13221
1/16/16,4:28 PM,111024855,1,Expired meter,FAZLI,165 S,DE LACEY AVE,34.143145,-118.15236
1/16/16,4:25 PM,111024854,1,Expired meter,FAZLI,165 S,DE LACEY AVE,34.1433383,-118.1524
1/16/16,4:23 PM,116018531,1,Expired meter,CHAPPLE,340 S,LAKE AVE,34.1399733,-118.1323
1/16/16,4:17 PM,116018530,1,Expired meter,CHAPPLE,256 S,LAKE AVE,34.1414,-118.13231
1/16/16,4:13 PM,116018529,1,Expired meter,CHAPPLE,238 S,LAKE AVE,34.1418383,-118.13227
1/16/16,4:08 PM,116018528,1,Expired meter,CHAPPLE,146 S,LAKE AVE,34.14324,-118.13221
1/16/16,3:54 PM,116018527,1,Expired meter,CHAPPLE,345 S,LAKE AVE,34.1397983,-118.1324
1/16/16,3:52 PM,108027152,46,72 hour prkg limitation,VARELA,140 W,PALMETTO DR,34.1373466,-118.15341
1/16/16,3:50 PM,116018526,1,Expired meter,CHAPPLE,415 S,LAKE AVE,34.1385266,-118.1324
1/16/16,3:43 PM,116018525,1,Expired meter,CHAPPLE,505 S,LAKE AVE,34.137145,-118.1322
1/16/16,3:38 PM,108027151,9,Red zone no stop park or stand,VARELA,717 E,UNION ST,34.14767,-118.13595
1/16/16,3:35 PM,108027150,6,Restricted parking,VARELA,10 N,OAK KNOLL AVE,34.1462416,-118.13525
1/16/16,3:34 PM,105018735,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,1035 E,GREEN ST,34.1445866,-118.12901
1/16/16,3:30 PM,105018734,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,625 E,GREEN ST,34.1446116,-118.13725
1/16/16,3:28 PM,112014821,1,Expired meter,SANCHEZ O,330 S,LAKE AVE,34.1397366,-118.13231
1/16/16,3:28 PM,114011246,1,Expired meter,YNZUNZA,68 W,VALLEY ST,,
1/16/16,3:28 PM,108027149,1,Expired meter,VARELA,14 W,VALLEY ST,34.1423766,-118.15082
1/16/16,3:27 PM,105018733,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,465 E,GREEN ST,34.1446133,-118.14002
1/16/16,3:26 PM,112014820,1,Expired meter,SANCHEZ O,330 S,LAKE AVE,34.13977,-118.1323
1/16/16,3:23 PM,116018524,1,Expired meter,CHAPPLE,320 S,LAKE AVE,34.1401283,-118.13237
1/16/16,3:21 PM,105018732,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,970 E,GREEN ST,34.14461,-118.13
1/16/16,3:18 PM,112014819,1,Expired meter,SANCHEZ O,251 S,LAKE AVE,34.1416483,-118.13229
1/16/16,3:18 PM,105018731,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,770 E,GREEN ST,34.1445733,-118.13454
1/16/16,3:15 PM,105018730,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,470 E,GREEN ST,34.1445616,-118.14008
1/16/16,3:13 PM,105018729,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,470 E,GREEN ST,34.1445083,-118.1404
1/16/16,3:12 PM,105018728,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,470 E,GREEN ST,34.1445166,-118.14032
1/16/16,3:12 PM,114011245,1,Expired meter,YNZUNZA,133 S,RAYMOND AVE,34.1427433,-118.149
1/16/16,3:11 PM,105018727,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,460 E,GREEN ST,34.1445616,-118.14089
1/16/16,3:09 PM,114011244,1,Expired meter,YNZUNZA,19 E,DAYTON ST,34.1435866,-118.14922
1/16/16,3:09 PM,112014818,1,Expired meter,SANCHEZ O,99 S,LAKE AVE,34.143935,-118.13227
1/16/16,3:09 PM,116018523,1,Expired meter,CHAPPLE,255 S,LAKE AVE,34.141895,-118.13221
1/16/16,3:08 PM,108027148,1,Expired meter,VARELA,68 W,VALLEY ST,34.142455,-118.15184
1/16/16,3:06 PM,108027147,1,Expired meter,VARELA,78 W,VALLEY ST,34.1424166,-118.15204
1/16/16,3:06 PM,116018522,1,Expired meter,CHAPPLE,255 S,LAKE AVE,34.141945,-118.13222
1/16/16,3:05 PM,112014817,1,Expired meter,SANCHEZ O,120 S,LAKE AVE,34.1437483,-118.13225
1/16/16,3:04 PM,114011243,1,Expired meter,YNZUNZA,40 W,GREEN ST,34.144505,-118.15136
1/16/16,3:04 PM,105018726,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,702 E,COLORADO BLVD,34.1459133,-118.13572
1/16/16,3:03 PM,108027146,1,Expired meter,VARELA,168 S,DE LACEY AVE,34.1430066,-118.15231
1/16/16,3:03 PM,114011242,1,Expired meter,YNZUNZA,70 W,GREEN ST,34.1445283,-118.15187
1/16/16,3:02 PM,112014816,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,SANCHEZ O,140 S,LAKE AVE,34.1434966,-118.13223
1/16/16,3:01 PM,105018725,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,102 S,MADISON AVE,34.1440383,-118.13842
1/16/16,3:00 PM,108027145,12,Alley parking,VARELA,42 W,MCCORMICK ALY,34.1450966,-118.15122
1/16/16,2:59 PM,112014815,1,Expired meter,SANCHEZ O,146 S,LAKE AVE,34.1432783,-118.13229
1/16/16,2:58 PM,105018724,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,15 S,MADISON AVE,34.1453166,-118.13838
1/16/16,2:54 PM,116018521,1,Expired meter,CHAPPLE,497 S,LAKE AVE,34.1374616,-118.13226
1/16/16,2:54 PM,105018723,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,102 S,OAKLAND AVE,34.1443283,-118.13974
1/16/16,2:54 PM,108027144,1,Expired meter,VARELA,65 N,RAYMOND AVE,34.1470633,-118.1488
1/16/16,2:52 PM,108027143,1,Expired meter,VARELA,67 N,RAYMOND AVE,34.147235,-118.1488
1/16/16,2:50 PM,108027142,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VARELA,48 E,HOLLY ST,34.147805,-118.1495
1/16/16,2:50 PM,105018722,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,535 E,UNION ST,34.1472883,-118.13938
1/16/16,2:46 PM,116018520,1,Expired meter,CHAPPLE,528 S,LAKE AVE,34.13676,-118.13219
1/16/16,2:45 PM,105018721,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,465 E,COLORADO BLVD,34.1458833,-118.14085
1/16/16,2:44 PM,108027141,1,Expired meter,VARELA,62 N,RAYMOND AVE,34.1468766,-118.14898
1/16/16,2:42 PM,105018720,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,50 N,OAKLAND AVE,34.1467433,-118.1397
1/16/16,2:39 PM,108027140,1,Expired meter,VARELA,108 S,RAYMOND AVE,34.144125,-118.14887
1/16/16,2:35 PM,108027139,1,Expired meter,VARELA,48 E,DAYTON ST,34.1435333,-118.14918
1/16/16,2:34 PM,105018719,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,75 N,MENTOR AVE,34.1467866,-118.13093
1/16/16,2:33 PM,105018718,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,75 N,MENTOR AVE,34.146895,-118.13091
1/16/16,2:30 PM,105018717,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,920 E,BOSTON CT,34.14728,-118.13107
1/16/16,2:29 PM,105018716,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,920 E,BOSTON CT,34.1472866,-118.13132
1/16/16,2:28 PM,108027138,1,Expired meter,VARELA,168 W,GREEN ST,34.1446,-118.15382
1/16/16,2:28 PM,114011241,1,Expired meter,YNZUNZA,130 W,DAYTON ST,34.1437383,-118.15338
1/16/16,2:28 PM,105018715,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,920 E,BOSTON CT,34.1472266,-118.13179
1/16/16,2:27 PM,105018714,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,920 E,BOSTON CT,34.1472416,-118.13202
1/16/16,2:26 PM,114011240,1,Expired meter,YNZUNZA,170 W,DAYTON ST,34.14374,-118.1538
1/16/16,2:26 PM,108027137,1,Expired meter,VARELA,116 W,GREEN ST,34.14446,-118.15295
1/16/16,2:24 PM,114011239,1,Expired meter,YNZUNZA,136 S,PASADENA AVE,34.1429966,-118.15421
1/16/16,2:24 PM,116018519,1,Expired meter,CHAPPLE,240 S,LAKE AVE,34.1416516,-118.13227
1/16/16,2:23 PM,105018713,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,999 E,COLORADO BLVD,34.1459683,-118.13005
1/16/16,2:20 PM,116018518,1,Expired meter,CHAPPLE,214 S,LAKE AVE,34.1416566,-118.13233
1/16/16,2:20 PM,114011238,1,Expired meter,YNZUNZA,166 S,DE LACEY AVE,34.1434616,-118.1524
1/16/16,2:20 PM,105018712,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,1065 E,GREEN ST,34.144665,-118.12851
1/16/16,2:19 PM,114011237,1,Expired meter,YNZUNZA,166 S,DE LACEY AVE,34.14332,-118.1524
1/16/16,2:19 PM,105018711,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,1065 E,GREEN ST,34.1446683,-118.12845
1/16/16,2:17 PM,114011236,1,Expired meter,YNZUNZA,170 S,DE LACEY AVE,34.1429983,-118.15233
1/16/16,2:14 PM,116018517,1,Expired meter,CHAPPLE,101 S,LAKE AVE,34.143285,-118.13229
1/16/16,2:14 PM,105018710,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,765 E,GREEN ST,34.144595,-118.13492
1/16/16,2:13 PM,114011235,1,Expired meter,YNZUNZA,257 S,DE LACEY AVE,34.141495,-118.15233
1/16/16,2:12 PM,105018709,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,715 E,GREEN ST,34.1445933,-118.13555
1/16/16,2:11 PM,114011234,1,Expired meter,YNZUNZA,231 S,DE LACEY AVE,34.1418283,-118.15236
1/16/16,2:09 PM,105018708,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,455 E,GREEN ST,34.144595,-118.1402
1/16/16,2:08 PM,116018516,1,Expired meter,CHAPPLE,141 S,LAKE AVE,34.1433266,-118.13233
1/16/16,2:06 PM,108027136,1,Expired meter,VARELA,156 W,COLORADO BLVD,34.1457466,-118.1537
1/16/16,2:03 PM,108027135,1,Expired meter,VARELA,212 W,COLORADO BLVD,34.14568,-118.15451
1/16/16,2:01 PM,108027134,1,Expired meter,VARELA,212 W,COLORADO BLVD,34.1456616,-118.15436
1/16/16,2:01 PM,105018707,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,970 E,GREEN ST,34.1445666,-118.12996
1/16/16,1:59 PM,105018706,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,970 E,GREEN ST,34.1445883,-118.13023
1/16/16,1:58 PM,108027133,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,VARELA,267 W,COLORADO BLVD,34.1458566,-118.15656
1/16/16,1:53 PM,116018515,1,Expired meter,CHAPPLE,527 S,LAKE AVE,34.137275,-118.13229
1/16/16,1:49 PM,105018705,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,776 E,COLORADO BLVD,34.145865,-118.1348
1/16/16,1:47 PM,105018704,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,44 S,OAK KNOLL AVE,34.1452066,-118.13518
1/16/16,1:47 PM,116018514,1,Expired meter,CHAPPLE,555 S,LAKE AVE,34.1364033,-118.13232
1/16/16,1:45 PM,105018703,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,25 S,OAK KNOLL AVE,34.145605,-118.13509
1/16/16,1:44 PM,108027132,1,Expired meter,VARELA,25 W,COLORADO BLVD,34.1458333,-118.15135
1/16/16,1:42 PM,105018702,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,630 E,COLORADO BLVD,34.1458983,-118.13759
1/16/16,1:42 PM,116018513,1,Expired meter,CHAPPLE,530 S,LAKE AVE,34.1366733,-118.13229
1/16/16,1:42 PM,108027131,1,Expired meter,VARELA,25 E,COLORADO BLVD,34.1458,-118.14983
1/16/16,1:40 PM,105018701,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,44 S,MADISON AVE,34.1452466,-118.13838
1/16/16,1:38 PM,116018512,1,Expired meter,CHAPPLE,492 S,LAKE AVE,34.1372916,-118.13236
1/16/16,1:36 PM,108027130,1,Expired meter,VARELA,56 E,HOLLY ST,34.14781,-118.14928
1/16/16,1:34 PM,108027129,1,Expired meter,VARELA,55 E,HOLLY ST,34.1476666,-118.14963
1/16/16,1:34 PM,105018700,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,105 S,OAKLAND AVE,34.143785,-118.13981
1/16/16,1:32 PM,108027128,1,Expired meter,VARELA,12 E,HOLLY ST,34.1476166,-118.15008
1/16/16,1:32 PM,105018699,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,480 E,COLORADO BLVD,34.1457866,-118.14005
1/16/16,1:31 PM,116018511,1,Expired meter,CHAPPLE,451 S,LAKE AVE,34.1382383,-118.13239
1/16/16,1:30 PM,108027127,1,Expired meter,VARELA,12 E,HOLLY ST,34.1477033,-118.15006
1/16/16,1:28 PM,108027126,1,Expired meter,VARELA,25 E,UNION ST,34.1467716,-118.14985
1/16/16,1:27 PM,105018698,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,615 E,UNION ST,34.1472733,-118.1375
1/16/16,1:25 PM,108027125,1,Expired meter,VARELA,109 E,UNION ST,34.1468316,-118.14822
1/16/16,1:22 PM,105018697,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,45 N,OAKLAND AVE,34.1466266,-118.1398
1/16/16,1:21 PM,108027124,1,Expired meter,VARELA,10 N,RAYMOND AVE,34.1461333,-118.14896
1/16/16,1:19 PM,105018696,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,525 E,COLORADO BLVD,34.145895,-118.13938
1/16/16,1:18 PM,105018695,3,Overtime prkg 1hr-2hr-3hr-4hr-5h,RIVERA,15 N,MADISON AVE,34.1462333,-118.13843
1/16/16,1:17 PM,116018510,1,Expired meter,CHAPPLE,142 S,LAKE AVE,34.143455,-118.13233
1/16/16,1:16 PM,108027123,1,Expired meter,VARELA,82 E,GREEN ST,34.1445033,-118.14868
